session,device,gap_samples,gap_s
S1-ADL3,Accelerometer RWR,37,1.2333333333333334
S1-ADL3,Accelerometer RWR,38,1.2666666666666666
S1-ADL3,Accelerometer RWR,39,1.3
S1-ADL3,Accelerometer RWR,38,1.2666666666666666
S1-ADL3,Accelerometer RWR,1926,64.2
S1-ADL3,Accelerometer RWR,1254,41.8
S1-ADL3,Accelerometer RWR,3,0.1
S1-ADL3,Accelerometer RWR,802,26.733333333333334
S1-ADL3,Accelerometer RWR,91,3.033333333333333
S1-ADL3,Accelerometer RWR,1152,38.4
S1-ADL3,Accelerometer RWR,3202,106.73333333333333
S1-ADL3,Accelerometer RWR,10,0.3333333333333333
S1-ADL3,Accelerometer RWR,285,9.5
