series,run_s,ccdf
PAMAP2 IMU (100 Hz),0.01,0.997682815110201
PAMAP2 IMU (100 Hz),0.01,0.997628927089508
PAMAP2 IMU (100 Hz),0.01,0.997575039068815
PAMAP2 IMU (100 Hz),0.01,0.997521151048122
PAMAP2 IMU (100 Hz),0.01,0.997467263027429
PAMAP2 IMU (100 Hz),0.01,0.997413375006736
PAMAP2 IMU (100 Hz),0.01,0.997359486986043
PAMAP2 IMU (100 Hz),0.01,0.99730559896535
PAMAP2 IMU (100 Hz),0.01,0.997251710944657
PAMAP2 IMU (100 Hz),0.01,0.997197822923964
PAMAP2 IMU (100 Hz),0.01,0.997143934903271
PAMAP2 IMU (100 Hz),0.01,0.997090046882578
PAMAP2 IMU (100 Hz),0.01,0.997036158861885
PAMAP2 IMU (100 Hz),0.01,0.996982270841192
PAMAP2 IMU (100 Hz),0.01,0.996928382820499
PAMAP2 IMU (100 Hz),0.01,0.996874494799806
PAMAP2 IMU (100 Hz),0.01,0.996820606779113
PAMAP2 IMU (100 Hz),0.01,0.99676671875842
PAMAP2 IMU (100 Hz),0.01,0.996712830737727
PAMAP2 IMU (100 Hz),0.01,0.996658942717034
PAMAP2 IMU (100 Hz),0.01,0.996605054696341
PAMAP2 IMU (100 Hz),0.01,0.996551166675648
PAMAP2 IMU (100 Hz),0.01,0.996497278654955
PAMAP2 IMU (100 Hz),0.01,0.996443390634262
PAMAP2 IMU (100 Hz),0.01,0.996389502613569
PAMAP2 IMU (100 Hz),0.01,0.996335614592876
PAMAP2 IMU (100 Hz),0.01,0.9962817265721831
PAMAP2 IMU (100 Hz),0.01,0.99622783855149
PAMAP2 IMU (100 Hz),0.01,0.996173950530797
PAMAP2 IMU (100 Hz),0.01,0.996120062510104
PAMAP2 IMU (100 Hz),0.01,0.996066174489411
PAMAP2 IMU (100 Hz),0.01,0.996012286468718
PAMAP2 IMU (100 Hz),0.01,0.995958398448025
PAMAP2 IMU (100 Hz),0.01,0.995904510427332
PAMAP2 IMU (100 Hz),0.01,0.995850622406639
PAMAP2 IMU (100 Hz),0.01,0.995796734385946
PAMAP2 IMU (100 Hz),0.01,0.995742846365253
PAMAP2 IMU (100 Hz),0.01,0.9956889583445601
PAMAP2 IMU (100 Hz),0.01,0.995635070323867
PAMAP2 IMU (100 Hz),0.01,0.995581182303174
PAMAP2 IMU (100 Hz),0.01,0.995527294282481
PAMAP2 IMU (100 Hz),0.01,0.995473406261788
PAMAP2 IMU (100 Hz),0.01,0.995419518241095
PAMAP2 IMU (100 Hz),0.01,0.995365630220402
PAMAP2 IMU (100 Hz),0.01,0.995311742199709
PAMAP2 IMU (100 Hz),0.01,0.995257854179016
PAMAP2 IMU (100 Hz),0.01,0.995203966158323
PAMAP2 IMU (100 Hz),0.01,0.99515007813763
PAMAP2 IMU (100 Hz),0.01,0.995096190116937
PAMAP2 IMU (100 Hz),0.01,0.995042302096244
PAMAP2 IMU (100 Hz),0.01,0.994988414075551
PAMAP2 IMU (100 Hz),0.01,0.994934526054858
PAMAP2 IMU (100 Hz),0.01,0.994880638034165
PAMAP2 IMU (100 Hz),0.01,0.994826750013472
PAMAP2 IMU (100 Hz),0.01,0.994772861992779
PAMAP2 IMU (100 Hz),0.01,0.994718973972086
PAMAP2 IMU (100 Hz),0.01,0.994665085951393
PAMAP2 IMU (100 Hz),0.01,0.9946111979307
PAMAP2 IMU (100 Hz),0.01,0.994557309910007
PAMAP2 IMU (100 Hz),0.01,0.994503421889314
PAMAP2 IMU (100 Hz),0.01,0.994449533868621
PAMAP2 IMU (100 Hz),0.01,0.9943956458479281
PAMAP2 IMU (100 Hz),0.01,0.994341757827235
PAMAP2 IMU (100 Hz),0.01,0.994287869806542
PAMAP2 IMU (100 Hz),0.01,0.994233981785849
PAMAP2 IMU (100 Hz),0.01,0.994180093765156
PAMAP2 IMU (100 Hz),0.01,0.994126205744463
PAMAP2 IMU (100 Hz),0.01,0.99407231772377
PAMAP2 IMU (100 Hz),0.01,0.994018429703077
PAMAP2 IMU (100 Hz),0.01,0.993964541682384
PAMAP2 IMU (100 Hz),0.01,0.993910653661691
PAMAP2 IMU (100 Hz),0.01,0.993856765640998
PAMAP2 IMU (100 Hz),0.01,0.9938028776203051
PAMAP2 IMU (100 Hz),0.01,0.993748989599612
PAMAP2 IMU (100 Hz),0.01,0.993695101578919
PAMAP2 IMU (100 Hz),0.01,0.993641213558226
PAMAP2 IMU (100 Hz),0.01,0.993587325537533
PAMAP2 IMU (100 Hz),0.01,0.99353343751684
PAMAP2 IMU (100 Hz),0.01,0.993479549496147
PAMAP2 IMU (100 Hz),0.01,0.993425661475454
PAMAP2 IMU (100 Hz),0.01,0.993371773454761
PAMAP2 IMU (100 Hz),0.01,0.993317885434068
PAMAP2 IMU (100 Hz),0.01,0.993263997413375
PAMAP2 IMU (100 Hz),0.01,0.9932101093926821
PAMAP2 IMU (100 Hz),0.01,0.993156221371989
PAMAP2 IMU (100 Hz),0.01,0.993102333351296
PAMAP2 IMU (100 Hz),0.01,0.993048445330603
PAMAP2 IMU (100 Hz),0.01,0.99299455730991
PAMAP2 IMU (100 Hz),0.01,0.992940669289217
PAMAP2 IMU (100 Hz),0.01,0.992886781268524
PAMAP2 IMU (100 Hz),0.01,0.992832893247831
PAMAP2 IMU (100 Hz),0.01,0.992779005227138
PAMAP2 IMU (100 Hz),0.01,0.992725117206445
PAMAP2 IMU (100 Hz),0.01,0.992671229185752
PAMAP2 IMU (100 Hz),0.01,0.992617341165059
PAMAP2 IMU (100 Hz),0.01,0.992563453144366
PAMAP2 IMU (100 Hz),0.01,0.992509565123673
PAMAP2 IMU (100 Hz),0.01,0.99245567710298
PAMAP2 IMU (100 Hz),0.01,0.992401789082287
PAMAP2 IMU (100 Hz),0.01,0.992347901061594
PAMAP2 IMU (100 Hz),0.01,0.992294013040901
PAMAP2 IMU (100 Hz),0.01,0.992240125020208
PAMAP2 IMU (100 Hz),0.01,0.992186236999515
PAMAP2 IMU (100 Hz),0.01,0.992132348978822
PAMAP2 IMU (100 Hz),0.01,0.992078460958129
PAMAP2 IMU (100 Hz),0.01,0.992024572937436
PAMAP2 IMU (100 Hz),0.01,0.991970684916743
PAMAP2 IMU (100 Hz),0.01,0.9919167968960501
PAMAP2 IMU (100 Hz),0.01,0.991862908875357
PAMAP2 IMU (100 Hz),0.01,0.991809020854664
PAMAP2 IMU (100 Hz),0.01,0.991755132833971
PAMAP2 IMU (100 Hz),0.01,0.991701244813278
PAMAP2 IMU (100 Hz),0.01,0.991647356792585
PAMAP2 IMU (100 Hz),0.01,0.991593468771892
PAMAP2 IMU (100 Hz),0.01,0.991539580751199
PAMAP2 IMU (100 Hz),0.01,0.991485692730506
PAMAP2 IMU (100 Hz),0.01,0.991431804709813
PAMAP2 IMU (100 Hz),0.01,0.99137791668912
PAMAP2 IMU (100 Hz),0.01,0.9913240286684271
PAMAP2 IMU (100 Hz),0.01,0.991270140647734
PAMAP2 IMU (100 Hz),0.01,0.991216252627041
PAMAP2 IMU (100 Hz),0.01,0.991162364606348
PAMAP2 IMU (100 Hz),0.01,0.991108476585655
PAMAP2 IMU (100 Hz),0.01,0.991054588564962
PAMAP2 IMU (100 Hz),0.01,0.991000700544269
PAMAP2 IMU (100 Hz),0.01,0.990946812523576
PAMAP2 IMU (100 Hz),0.01,0.990892924502883
PAMAP2 IMU (100 Hz),0.01,0.99083903648219
PAMAP2 IMU (100 Hz),0.01,0.990785148461497
PAMAP2 IMU (100 Hz),0.01,0.9907312604408041
PAMAP2 IMU (100 Hz),0.01,0.990677372420111
PAMAP2 IMU (100 Hz),0.01,0.990623484399418
PAMAP2 IMU (100 Hz),0.01,0.990569596378725
PAMAP2 IMU (100 Hz),0.01,0.990515708358032
PAMAP2 IMU (100 Hz),0.01,0.990461820337339
PAMAP2 IMU (100 Hz),0.01,0.990407932316646
PAMAP2 IMU (100 Hz),0.01,0.990354044295953
PAMAP2 IMU (100 Hz),0.01,0.99030015627526
PAMAP2 IMU (100 Hz),0.01,0.990246268254567
PAMAP2 IMU (100 Hz),0.01,0.990192380233874
PAMAP2 IMU (100 Hz),0.01,0.9901384922131811
PAMAP2 IMU (100 Hz),0.01,0.990084604192488
PAMAP2 IMU (100 Hz),0.01,0.990030716171795
PAMAP2 IMU (100 Hz),0.01,0.989976828151102
PAMAP2 IMU (100 Hz),0.01,0.989922940130409
PAMAP2 IMU (100 Hz),0.01,0.989869052109716
PAMAP2 IMU (100 Hz),0.01,0.989815164089023
PAMAP2 IMU (100 Hz),0.01,0.98976127606833
PAMAP2 IMU (100 Hz),0.01,0.989707388047637
PAMAP2 IMU (100 Hz),0.01,0.989653500026944
PAMAP2 IMU (100 Hz),0.01,0.989599612006251
PAMAP2 IMU (100 Hz),0.01,0.989545723985558
PAMAP2 IMU (100 Hz),0.01,0.989491835964865
PAMAP2 IMU (100 Hz),0.01,0.9894379479441721
PAMAP2 IMU (100 Hz),0.01,0.989384059923479
PAMAP2 IMU (100 Hz),0.01,0.989330171902786
PAMAP2 IMU (100 Hz),0.01,0.989276283882093
PAMAP2 IMU (100 Hz),0.01,0.9892223958614
PAMAP2 IMU (100 Hz),0.01,0.989168507840707
PAMAP2 IMU (100 Hz),0.01,0.989114619820014
PAMAP2 IMU (100 Hz),0.01,0.989060731799321
PAMAP2 IMU (100 Hz),0.01,0.989006843778628
PAMAP2 IMU (100 Hz),0.01,0.988952955757935
PAMAP2 IMU (100 Hz),0.01,0.988899067737242
PAMAP2 IMU (100 Hz),0.01,0.9888451797165491
PAMAP2 IMU (100 Hz),0.01,0.988791291695856
PAMAP2 IMU (100 Hz),0.01,0.988737403675163
PAMAP2 IMU (100 Hz),0.01,0.98868351565447
PAMAP2 IMU (100 Hz),0.01,0.988629627633777
PAMAP2 IMU (100 Hz),0.01,0.988575739613084
PAMAP2 IMU (100 Hz),0.01,0.988521851592391
PAMAP2 IMU (100 Hz),0.01,0.988467963571698
PAMAP2 IMU (100 Hz),0.01,0.988414075551005
PAMAP2 IMU (100 Hz),0.01,0.988360187530312
PAMAP2 IMU (100 Hz),0.01,0.988306299509619
PAMAP2 IMU (100 Hz),0.01,0.9882524114889261
PAMAP2 IMU (100 Hz),0.01,0.988198523468233
PAMAP2 IMU (100 Hz),0.01,0.98814463544754
PAMAP2 IMU (100 Hz),0.01,0.988090747426847
PAMAP2 IMU (100 Hz),0.01,0.988036859406154
PAMAP2 IMU (100 Hz),0.01,0.987982971385461
PAMAP2 IMU (100 Hz),0.01,0.987929083364768
PAMAP2 IMU (100 Hz),0.01,0.987875195344075
PAMAP2 IMU (100 Hz),0.01,0.987821307323382
PAMAP2 IMU (100 Hz),0.01,0.987767419302689
PAMAP2 IMU (100 Hz),0.01,0.987713531281996
PAMAP2 IMU (100 Hz),0.01,0.9876596432613031
PAMAP2 IMU (100 Hz),0.01,0.98760575524061
PAMAP2 IMU (100 Hz),0.01,0.9875518672199171
PAMAP2 IMU (100 Hz),0.01,0.987497979199224
PAMAP2 IMU (100 Hz),0.01,0.987444091178531
PAMAP2 IMU (100 Hz),0.01,0.987390203157838
PAMAP2 IMU (100 Hz),0.01,0.987336315137145
PAMAP2 IMU (100 Hz),0.01,0.987282427116452
PAMAP2 IMU (100 Hz),0.01,0.987228539095759
PAMAP2 IMU (100 Hz),0.01,0.987174651075066
PAMAP2 IMU (100 Hz),0.01,0.987120763054373
PAMAP2 IMU (100 Hz),0.01,0.98706687503368
PAMAP2 IMU (100 Hz),0.01,0.987012987012987
PAMAP2 IMU (100 Hz),0.01,0.9869590989922941
PAMAP2 IMU (100 Hz),0.01,0.986905210971601
PAMAP2 IMU (100 Hz),0.01,0.986851322950908
PAMAP2 IMU (100 Hz),0.01,0.986797434930215
PAMAP2 IMU (100 Hz),0.01,0.986743546909522
PAMAP2 IMU (100 Hz),0.01,0.986689658888829
PAMAP2 IMU (100 Hz),0.01,0.986635770868136
PAMAP2 IMU (100 Hz),0.01,0.986581882847443
PAMAP2 IMU (100 Hz),0.01,0.98652799482675
PAMAP2 IMU (100 Hz),0.01,0.986474106806057
PAMAP2 IMU (100 Hz),0.01,0.986420218785364
PAMAP2 IMU (100 Hz),0.01,0.9863663307646711
PAMAP2 IMU (100 Hz),0.01,0.986312442743978
PAMAP2 IMU (100 Hz),0.01,0.986258554723285
PAMAP2 IMU (100 Hz),0.01,0.986204666702592
PAMAP2 IMU (100 Hz),0.01,0.986150778681899
PAMAP2 IMU (100 Hz),0.01,0.986096890661206
PAMAP2 IMU (100 Hz),0.01,0.986043002640513
PAMAP2 IMU (100 Hz),0.01,0.98598911461982
PAMAP2 IMU (100 Hz),0.01,0.985935226599127
PAMAP2 IMU (100 Hz),0.01,0.985881338578434
PAMAP2 IMU (100 Hz),0.01,0.985827450557741
PAMAP2 IMU (100 Hz),0.01,0.9857735625370481
PAMAP2 IMU (100 Hz),0.01,0.985719674516355
PAMAP2 IMU (100 Hz),0.01,0.985665786495662
PAMAP2 IMU (100 Hz),0.01,0.985611898474969
PAMAP2 IMU (100 Hz),0.01,0.985558010454276
PAMAP2 IMU (100 Hz),0.01,0.985504122433583
PAMAP2 IMU (100 Hz),0.01,0.98545023441289
PAMAP2 IMU (100 Hz),0.01,0.985396346392197
PAMAP2 IMU (100 Hz),0.01,0.985342458371504
PAMAP2 IMU (100 Hz),0.01,0.985288570350811
PAMAP2 IMU (100 Hz),0.01,0.985234682330118
PAMAP2 IMU (100 Hz),0.01,0.9851807943094251
PAMAP2 IMU (100 Hz),0.01,0.985126906288732
PAMAP2 IMU (100 Hz),0.01,0.9850730182680391
PAMAP2 IMU (100 Hz),0.01,0.985019130247346
PAMAP2 IMU (100 Hz),0.01,0.984965242226653
PAMAP2 IMU (100 Hz),0.01,0.98491135420596
PAMAP2 IMU (100 Hz),0.01,0.984857466185267
PAMAP2 IMU (100 Hz),0.01,0.984803578164574
PAMAP2 IMU (100 Hz),0.01,0.984749690143881
PAMAP2 IMU (100 Hz),0.01,0.984695802123188
PAMAP2 IMU (100 Hz),0.01,0.984641914102495
PAMAP2 IMU (100 Hz),0.01,0.9845880260818021
PAMAP2 IMU (100 Hz),0.01,0.984534138061109
PAMAP2 IMU (100 Hz),0.01,0.9844802500404161
PAMAP2 IMU (100 Hz),0.01,0.984426362019723
PAMAP2 IMU (100 Hz),0.01,0.98437247399903
PAMAP2 IMU (100 Hz),0.01,0.984318585978337
PAMAP2 IMU (100 Hz),0.01,0.984264697957644
PAMAP2 IMU (100 Hz),0.01,0.984210809936951
PAMAP2 IMU (100 Hz),0.01,0.984156921916258
PAMAP2 IMU (100 Hz),0.01,0.984103033895565
PAMAP2 IMU (100 Hz),0.01,0.984049145874872
PAMAP2 IMU (100 Hz),0.01,0.9839952578541791
PAMAP2 IMU (100 Hz),0.01,0.983941369833486
PAMAP2 IMU (100 Hz),0.01,0.9838874818127931
PAMAP2 IMU (100 Hz),0.01,0.9838335937921
PAMAP2 IMU (100 Hz),0.01,0.983779705771407
PAMAP2 IMU (100 Hz),0.01,0.983725817750714
PAMAP2 IMU (100 Hz),0.01,0.983671929730021
PAMAP2 IMU (100 Hz),0.01,0.983618041709328
PAMAP2 IMU (100 Hz),0.01,0.983564153688635
PAMAP2 IMU (100 Hz),0.01,0.983510265667942
PAMAP2 IMU (100 Hz),0.01,0.983456377647249
PAMAP2 IMU (100 Hz),0.01,0.983402489626556
PAMAP2 IMU (100 Hz),0.01,0.983348601605863
PAMAP2 IMU (100 Hz),0.01,0.9832947135851701
PAMAP2 IMU (100 Hz),0.01,0.983240825564477
PAMAP2 IMU (100 Hz),0.01,0.9831869375437841
PAMAP2 IMU (100 Hz),0.01,0.983133049523091
PAMAP2 IMU (100 Hz),0.01,0.983079161502398
PAMAP2 IMU (100 Hz),0.01,0.983025273481705
PAMAP2 IMU (100 Hz),0.01,0.982971385461012
PAMAP2 IMU (100 Hz),0.01,0.982917497440319
PAMAP2 IMU (100 Hz),0.01,0.982863609419626
PAMAP2 IMU (100 Hz),0.01,0.982809721398933
PAMAP2 IMU (100 Hz),0.01,0.98275583337824
PAMAP2 IMU (100 Hz),0.01,0.9827019453575471
PAMAP2 IMU (100 Hz),0.01,0.982648057336854
PAMAP2 IMU (100 Hz),0.01,0.9825941693161611
PAMAP2 IMU (100 Hz),0.01,0.982540281295468
PAMAP2 IMU (100 Hz),0.01,0.982486393274775
PAMAP2 IMU (100 Hz),0.01,0.982432505254082
PAMAP2 IMU (100 Hz),0.01,0.982378617233389
PAMAP2 IMU (100 Hz),0.01,0.982324729212696
PAMAP2 IMU (100 Hz),0.01,0.982270841192003
PAMAP2 IMU (100 Hz),0.01,0.98221695317131
PAMAP2 IMU (100 Hz),0.01,0.982163065150617
PAMAP2 IMU (100 Hz),0.01,0.9821091771299241
PAMAP2 IMU (100 Hz),0.01,0.982055289109231
PAMAP2 IMU (100 Hz),0.01,0.9820014010885381
PAMAP2 IMU (100 Hz),0.01,0.981947513067845
PAMAP2 IMU (100 Hz),0.01,0.981893625047152
PAMAP2 IMU (100 Hz),0.01,0.981839737026459
PAMAP2 IMU (100 Hz),0.01,0.981785849005766
PAMAP2 IMU (100 Hz),0.01,0.981731960985073
PAMAP2 IMU (100 Hz),0.01,0.98167807296438
PAMAP2 IMU (100 Hz),0.01,0.981624184943687
PAMAP2 IMU (100 Hz),0.01,0.981570296922994
PAMAP2 IMU (100 Hz),0.01,0.981516408902301
PAMAP2 IMU (100 Hz),0.01,0.981462520881608
PAMAP2 IMU (100 Hz),0.01,0.9814086328609151
PAMAP2 IMU (100 Hz),0.01,0.981354744840222
PAMAP2 IMU (100 Hz),0.01,0.981300856819529
PAMAP2 IMU (100 Hz),0.01,0.981246968798836
PAMAP2 IMU (100 Hz),0.01,0.981193080778143
PAMAP2 IMU (100 Hz),0.01,0.98113919275745
PAMAP2 IMU (100 Hz),0.01,0.981085304736757
PAMAP2 IMU (100 Hz),0.01,0.981031416716064
PAMAP2 IMU (100 Hz),0.01,0.980977528695371
PAMAP2 IMU (100 Hz),0.01,0.980923640674678
PAMAP2 IMU (100 Hz),0.01,0.980869752653985
PAMAP2 IMU (100 Hz),0.01,0.9808158646332921
PAMAP2 IMU (100 Hz),0.01,0.980761976612599
PAMAP2 IMU (100 Hz),0.01,0.9807080885919061
PAMAP2 IMU (100 Hz),0.01,0.980654200571213
PAMAP2 IMU (100 Hz),0.01,0.98060031255052
PAMAP2 IMU (100 Hz),0.01,0.980546424529827
PAMAP2 IMU (100 Hz),0.01,0.980492536509134
PAMAP2 IMU (100 Hz),0.01,0.980438648488441
PAMAP2 IMU (100 Hz),0.01,0.980384760467748
PAMAP2 IMU (100 Hz),0.01,0.980330872447055
PAMAP2 IMU (100 Hz),0.01,0.980276984426362
PAMAP2 IMU (100 Hz),0.01,0.9802230964056691
PAMAP2 IMU (100 Hz),0.01,0.980169208384976
PAMAP2 IMU (100 Hz),0.01,0.9801153203642831
PAMAP2 IMU (100 Hz),0.01,0.98006143234359
PAMAP2 IMU (100 Hz),0.01,0.980007544322897
PAMAP2 IMU (100 Hz),0.01,0.979953656302204
PAMAP2 IMU (100 Hz),0.01,0.979899768281511
PAMAP2 IMU (100 Hz),0.01,0.979845880260818
PAMAP2 IMU (100 Hz),0.01,0.979791992240125
PAMAP2 IMU (100 Hz),0.01,0.979738104219432
PAMAP2 IMU (100 Hz),0.01,0.979684216198739
PAMAP2 IMU (100 Hz),0.01,0.9796303281780461
PAMAP2 IMU (100 Hz),0.01,0.979576440157353
PAMAP2 IMU (100 Hz),0.01,0.9795225521366601
PAMAP2 IMU (100 Hz),0.01,0.979468664115967
PAMAP2 IMU (100 Hz),0.01,0.979414776095274
PAMAP2 IMU (100 Hz),0.01,0.979360888074581
PAMAP2 IMU (100 Hz),0.01,0.979307000053888
PAMAP2 IMU (100 Hz),0.01,0.979253112033195
PAMAP2 IMU (100 Hz),0.01,0.979199224012502
PAMAP2 IMU (100 Hz),0.01,0.979145335991809
PAMAP2 IMU (100 Hz),0.01,0.979091447971116
PAMAP2 IMU (100 Hz),0.01,0.9790375599504231
PAMAP2 IMU (100 Hz),0.01,0.97898367192973
PAMAP2 IMU (100 Hz),0.01,0.9789297839090371
PAMAP2 IMU (100 Hz),0.01,0.978875895888344
PAMAP2 IMU (100 Hz),0.01,0.9788220078676511
PAMAP2 IMU (100 Hz),0.01,0.978768119846958
PAMAP2 IMU (100 Hz),0.01,0.978714231826265
PAMAP2 IMU (100 Hz),0.01,0.978660343805572
PAMAP2 IMU (100 Hz),0.01,0.978606455784879
PAMAP2 IMU (100 Hz),0.01,0.978552567764186
PAMAP2 IMU (100 Hz),0.01,0.978498679743493
PAMAP2 IMU (100 Hz),0.01,0.9784447917228001
PAMAP2 IMU (100 Hz),0.01,0.978390903702107
PAMAP2 IMU (100 Hz),0.01,0.9783370156814141
PAMAP2 IMU (100 Hz),0.01,0.978283127660721
PAMAP2 IMU (100 Hz),0.01,0.9782292396400281
PAMAP2 IMU (100 Hz),0.01,0.978175351619335
PAMAP2 IMU (100 Hz),0.01,0.978121463598642
PAMAP2 IMU (100 Hz),0.01,0.978067575577949
PAMAP2 IMU (100 Hz),0.01,0.978013687557256
PAMAP2 IMU (100 Hz),0.01,0.977959799536563
PAMAP2 IMU (100 Hz),0.01,0.97790591151587
PAMAP2 IMU (100 Hz),0.01,0.977852023495177
PAMAP2 IMU (100 Hz),0.01,0.977798135474484
PAMAP2 IMU (100 Hz),0.01,0.9777442474537911
PAMAP2 IMU (100 Hz),0.01,0.977690359433098
PAMAP2 IMU (100 Hz),0.01,0.9776364714124051
PAMAP2 IMU (100 Hz),0.01,0.977582583391712
PAMAP2 IMU (100 Hz),0.01,0.977528695371019
PAMAP2 IMU (100 Hz),0.01,0.977474807350326
PAMAP2 IMU (100 Hz),0.01,0.977420919329633
PAMAP2 IMU (100 Hz),0.01,0.97736703130894
PAMAP2 IMU (100 Hz),0.01,0.977313143288247
PAMAP2 IMU (100 Hz),0.01,0.977259255267554
PAMAP2 IMU (100 Hz),0.01,0.977205367246861
PAMAP2 IMU (100 Hz),0.01,0.9771514792261681
PAMAP2 IMU (100 Hz),0.01,0.977097591205475
PAMAP2 IMU (100 Hz),0.01,0.9770437031847821
PAMAP2 IMU (100 Hz),0.01,0.976989815164089
PAMAP2 IMU (100 Hz),0.01,0.976935927143396
PAMAP2 IMU (100 Hz),0.01,0.976882039122703
PAMAP2 IMU (100 Hz),0.01,0.97682815110201
PAMAP2 IMU (100 Hz),0.01,0.976774263081317
PAMAP2 IMU (100 Hz),0.01,0.976720375060624
PAMAP2 IMU (100 Hz),0.01,0.976666487039931
PAMAP2 IMU (100 Hz),0.01,0.976612599019238
PAMAP2 IMU (100 Hz),0.01,0.9765587109985451
PAMAP2 IMU (100 Hz),0.01,0.976504822977852
PAMAP2 IMU (100 Hz),0.01,0.9764509349571591
PAMAP2 IMU (100 Hz),0.01,0.976397046936466
PAMAP2 IMU (100 Hz),0.01,0.9763431589157731
PAMAP2 IMU (100 Hz),0.01,0.97628927089508
PAMAP2 IMU (100 Hz),0.01,0.976235382874387
PAMAP2 IMU (100 Hz),0.01,0.976181494853694
PAMAP2 IMU (100 Hz),0.01,0.976127606833001
PAMAP2 IMU (100 Hz),0.01,0.976073718812308
PAMAP2 IMU (100 Hz),0.01,0.976019830791615
PAMAP2 IMU (100 Hz),0.01,0.975965942770922
PAMAP2 IMU (100 Hz),0.01,0.975912054750229
PAMAP2 IMU (100 Hz),0.01,0.9758581667295361
PAMAP2 IMU (100 Hz),0.01,0.975804278708843
PAMAP2 IMU (100 Hz),0.01,0.9757503906881501
PAMAP2 IMU (100 Hz),0.01,0.975696502667457
PAMAP2 IMU (100 Hz),0.01,0.975642614646764
PAMAP2 IMU (100 Hz),0.01,0.975588726626071
PAMAP2 IMU (100 Hz),0.01,0.975534838605378
PAMAP2 IMU (100 Hz),0.01,0.975480950584685
PAMAP2 IMU (100 Hz),0.01,0.975427062563992
PAMAP2 IMU (100 Hz),0.01,0.975373174543299
PAMAP2 IMU (100 Hz),0.01,0.975319286522606
PAMAP2 IMU (100 Hz),0.01,0.9752653985019131
PAMAP2 IMU (100 Hz),0.01,0.97521151048122
PAMAP2 IMU (100 Hz),0.01,0.9751576224605271
PAMAP2 IMU (100 Hz),0.01,0.975103734439834
PAMAP2 IMU (100 Hz),0.01,0.975049846419141
PAMAP2 IMU (100 Hz),0.01,0.974995958398448
PAMAP2 IMU (100 Hz),0.01,0.974942070377755
PAMAP2 IMU (100 Hz),0.01,0.974888182357062
PAMAP2 IMU (100 Hz),0.01,0.974834294336369
PAMAP2 IMU (100 Hz),0.01,0.974780406315676
PAMAP2 IMU (100 Hz),0.01,0.974726518294983
PAMAP2 IMU (100 Hz),0.01,0.9746726302742901
PAMAP2 IMU (100 Hz),0.01,0.974618742253597
PAMAP2 IMU (100 Hz),0.01,0.9745648542329041
PAMAP2 IMU (100 Hz),0.01,0.974510966212211
PAMAP2 IMU (100 Hz),0.01,0.9744570781915181
PAMAP2 IMU (100 Hz),0.01,0.974403190170825
PAMAP2 IMU (100 Hz),0.01,0.974349302150132
PAMAP2 IMU (100 Hz),0.01,0.974295414129439
PAMAP2 IMU (100 Hz),0.01,0.974241526108746
PAMAP2 IMU (100 Hz),0.01,0.974187638088053
PAMAP2 IMU (100 Hz),0.01,0.97413375006736
