group,missing_frac
OPP acc (wireless),0.0115723270440251
OPP acc (wireless),0.0025876010781671
OPP acc (wireless),0.0748961335479282
OPP acc (wireless),0.0726878017741513
OPP acc (wireless),0.0820077104465321
OPP acc (wireless),0.0041172287307706
OPP acc (wireless),0.0678594153535202
OPP acc (wireless),0.0709286222255492
OPP acc (wireless),0.0899801624433881
OPP acc (wireless),0.0144477299097952
OPP acc (wireless),0.0011228805629374
OPP acc (wireless),0.0687951491559681
OPP acc (wireless),0.1417449563948048
OPP acc (wireless),0.011453381741962
OPP acc (wireless),0.0763700733355008
OPP acc (wireless),0.0106210035764603
OPP acc (wireless),0.0078393121635779
OPP acc (wireless),0.0462772298688631
OPP acc (wireless),0.0188577002275929
OPP acc (wireless),0.0
OPP acc (wireless),0.2461616271088472
OPP acc (wireless),0.007730934576063
OPP acc (wireless),0.0070806690509735
OPP acc (wireless),0.0072612983634984
OPP acc (wireless),0.0104765001264405
OPP acc (wireless),0.0118492829016292
OPP acc (wireless),0.1060954897150405
OPP acc (wireless),0.0307227778826193
OPP acc (wireless),0.0295150028307227
OPP acc (wireless),0.0273259105491602
OPP acc (wireless),0.0153613889413096
OPP acc (wireless),0.0007171164370635
OPP acc (wireless),0.2515946404982072
OPP acc (wireless),0.0088318550669937
OPP acc (wireless),0.0075485940743536
OPP acc (wireless),0.0061143612002264
OPP acc (wireless),0.0
OPP acc (wireless),0.0224948103415738
OPP acc (wireless),0.0263788630724114
OPP acc (wireless),0.0021007218587863
OPP acc (wireless),0.0130131964809384
OPP acc (wireless),0.0051742612226483
OPP acc (wireless),0.0172569366117753
OPP acc (wireless),0.0005639521768554
OPP acc (wireless),0.1491794495826754
OPP acc (wireless),0.0144371757274983
OPP acc (wireless),0.0180605684637942
OPP acc (wireless),0.0037220843672456
OPP acc (wireless),0.002565982404692
OPP acc (wireless),0.0560004511617414
OPP acc (wireless),0.1487207848417812
OPP acc (wireless),0.0311387900355871
OPP acc (wireless),0.0051938059055496
OPP acc (wireless),0.0056025776666346
OPP acc (wireless),0.0964220448206213
OPP acc (wireless),0.0
OPP acc (wireless),0.1305184187746465
OPP acc (wireless),0.0120707896508608
OPP acc (wireless),0.0052899874963931
OPP acc (wireless),0.027411753390401
OPP acc (wireless),0.0056987592574781
OPP acc (wireless),0.0279888429354621
OPP acc (wireless),0.0950715650575044
OPP acc (wireless),0.0156469697515953
OPP acc (wireless),0.0065255795507805
OPP acc (wireless),0.0082561199841367
OPP acc (wireless),0.0364134549518693
OPP acc (wireless),0.0
OPP acc (wireless),0.1090601002271334
OPP acc (wireless),0.0006850055882034
OPP acc (wireless),0.0078955907271875
OPP acc (wireless),0.0059126798139669
OPP acc (wireless),0.0007571114395933
OPP acc (wireless),0.0245159894725456
OPP acc (wireless),0.1294365748846092
OPP acc (wireless),0.0124940315136081
OPP acc (wireless),0.0887712876014642
OPP acc (wireless),0.006366385484641
OPP acc (wireless),0.9717093745026262
OPP acc (wireless),0.0
OPP acc (wireless),0.1750358109183511
OPP acc (wireless),0.0143641572497214
OPP acc (wireless),0.0077988222186853
OPP acc (wireless),0.0089129396784975
OPP acc (wireless),0.0104249562310997
OPP acc (wireless),0.0011141174598121
OPP acc (wireless),0.0387314439946018
OPP acc (wireless),0.0
OPP acc (wireless),0.0009446693657219
OPP acc (wireless),0.0098065677013045
OPP acc (wireless),0.0
OPP acc (wireless),0.0008547008547008
OPP acc (wireless),0.0868645973909131
OPP acc (wireless),0.0052631578947368
OPP acc (wireless),0.0089068825910931
OPP acc (wireless),0.0
OPP acc (wireless),0.0110211426000899
OPP acc (wireless),0.0600989653621232
OPP acc (wireless),0.0455007042945589
OPP acc (wireless),0.0018999574147476
OPP acc (wireless),0.0772758541618894
OPP acc (wireless),0.0021620205064369
OPP acc (wireless),0.0127100599469322
OPP acc (wireless),0.0
OPP acc (wireless),0.094408228781079
OPP acc (wireless),0.0065843351786942
OPP acc (wireless),0.0071084613620729
OPP acc (wireless),0.0064205457463884
OPP acc (wireless),0.0006551577292233
OPP acc (wireless),0.0018671995282864
OPP acc (wireless),0.07846458424989
OPP acc (wireless),0.0053893532776066
OPP acc (wireless),0.0043994720633523
OPP acc (wireless),0.0087549494060712
OPP acc (wireless),0.012472503299604
OPP acc (wireless),0.0
OPP acc (wireless),0.1221073471183458
OPP acc (wireless),0.0127584689837219
OPP acc (wireless),0.0048174219093708
OPP acc (wireless),0.0022217333919929
OPP acc (wireless),0.0043774747030356
OPP acc (wireless),0.1118345798504179
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
OPP IMU (wired),0.0
