regime,dev1,dev2,dev3,t_min
iid,True,True,True,0.09722222222222222
iid,True,True,True,0.09777777777777777
iid,True,True,True,0.09833333333333334
iid,True,True,True,0.09888888888888889
iid,True,True,True,0.09944444444444445
iid,True,True,True,0.1
iid,True,True,True,0.10055555555555555
iid,True,True,True,0.10111111111111111
iid,True,True,True,0.10166666666666666
iid,True,True,True,0.10222222222222223
iid,True,True,True,0.10277777777777779
iid,True,True,True,0.10333333333333333
iid,True,True,True,0.10388888888888889
iid,True,True,True,0.10444444444444444
iid,True,False,True,0.105
iid,True,True,True,0.10555555555555556
iid,True,True,True,0.1061111111111111
iid,True,True,True,0.10666666666666667
iid,True,True,True,0.10722222222222223
iid,True,True,True,0.10777777777777778
iid,True,True,True,0.10833333333333334
iid,True,True,True,0.10888888888888888
iid,True,True,True,0.10944444444444444
iid,True,True,True,0.11
iid,True,True,True,0.11055555555555556
iid,True,True,True,0.11111111111111112
iid,True,True,True,0.11166666666666666
iid,True,True,True,0.11222222222222222
iid,True,True,True,0.11277777777777778
iid,False,True,True,0.11333333333333333
iid,True,True,True,0.11388888888888889
iid,True,True,True,0.11444444444444443
iid,True,True,True,0.115
iid,True,True,True,0.11555555555555556
iid,True,True,True,0.11611111111111111
iid,True,True,True,0.11666666666666667
iid,True,True,True,0.11722222222222221
iid,True,True,True,0.11777777777777777
iid,True,True,True,0.11833333333333333
iid,True,True,True,0.11888888888888889
iid,True,True,True,0.11944444444444445
iid,True,True,True,0.12000000000000001
iid,True,True,True,0.12055555555555555
iid,True,True,True,0.12111111111111111
iid,True,True,True,0.12166666666666666
iid,True,True,False,0.12222222222222222
iid,True,True,True,0.12277777777777778
iid,True,True,True,0.12333333333333334
iid,True,True,True,0.1238888888888889
iid,True,True,True,0.12444444444444444
iid,True,True,True,0.125
iid,True,True,True,0.12555555555555556
iid,True,True,True,0.12611111111111112
iid,True,True,True,0.12666666666666665
iid,True,True,True,0.12722222222222224
iid,True,True,True,0.1277777777777778
iid,True,True,True,0.12833333333333333
iid,True,True,True,0.1288888888888889
iid,True,True,True,0.12944444444444445
iid,True,True,True,0.13
iid,True,True,True,0.13055555555555556
iid,True,True,True,0.1311111111111111
iid,True,True,True,0.13166666666666668
iid,False,True,True,0.1322222222222222
iid,True,True,True,0.13277777777777777
iid,True,True,True,0.13333333333333333
iid,True,True,True,0.1338888888888889
iid,True,False,True,0.13444444444444445
iid,True,True,True,0.13499999999999998
iid,True,True,True,0.13555555555555554
iid,True,True,True,0.1361111111111111
iid,True,True,True,0.13666666666666666
iid,True,True,True,0.13722222222222222
iid,True,True,True,0.1377777777777778
iid,True,True,True,0.13833333333333334
iid,True,True,True,0.1388888888888889
iid,True,True,True,0.13944444444444445
iid,True,True,True,0.14
iid,True,True,True,0.14055555555555557
iid,True,True,False,0.1411111111111111
iid,True,True,True,0.14166666666666666
iid,True,True,False,0.14222222222222222
iid,True,True,True,0.14277777777777778
iid,True,True,True,0.14333333333333334
iid,True,True,True,0.14388888888888887
iid,True,False,True,0.14444444444444443
iid,True,True,True,0.145
iid,True,True,True,0.14555555555555555
iid,True,True,True,0.14611111111111114
iid,True,True,True,0.14666666666666667
iid,True,True,True,0.14722222222222223
iid,True,True,True,0.14777777777777779
iid,True,True,True,0.14833333333333334
iid,True,True,True,0.1488888888888889
iid,True,True,True,0.14944444444444444
iid,True,True,True,0.15
iid,True,True,True,0.15055555555555555
iid,True,True,True,0.1511111111111111
iid,True,True,True,0.15166666666666667
iid,True,True,True,0.1522222222222222
iid,True,True,True,0.15277777777777776
iid,True,True,True,0.15333333333333332
iid,True,True,True,0.15388888888888888
iid,True,True,True,0.15444444444444447
iid,True,True,True,0.155
iid,True,True,True,0.15555555555555556
iid,True,True,True,0.15611111111111112
iid,True,True,True,0.15666666666666668
iid,True,True,True,0.15722222222222224
iid,True,True,True,0.15777777777777777
iid,True,True,True,0.15833333333333333
iid,True,True,True,0.15888888888888889
iid,True,True,True,0.15944444444444444
iid,True,True,True,0.16
iid,True,True,True,0.16055555555555553
iid,True,True,True,0.1611111111111111
iid,True,True,True,0.16166666666666665
iid,True,True,True,0.1622222222222222
iid,True,True,True,0.1627777777777778
iid,True,True,True,0.16333333333333336
iid,True,True,True,0.1638888888888889
iid,True,True,True,0.16444444444444445
iid,True,True,True,0.165
iid,True,True,True,0.16555555555555557
iid,True,True,True,0.16611111111111113
iid,True,True,True,0.16666666666666666
iid,True,True,True,0.16722222222222222
iid,True,True,True,0.16777777777777778
iid,True,True,False,0.16833333333333333
iid,True,True,True,0.1688888888888889
iid,True,True,True,0.16944444444444443
iid,True,True,True,0.16999999999999998
iid,True,True,True,0.17055555555555554
iid,True,True,True,0.17111111111111113
iid,True,True,True,0.1716666666666667
iid,True,True,True,0.17222222222222222
iid,True,True,True,0.17277777777777778
iid,True,True,True,0.17333333333333334
iid,True,True,True,0.1738888888888889
iid,True,True,True,0.17444444444444446
iid,True,True,True,0.175
iid,True,True,True,0.17555555555555555
iid,True,True,True,0.1761111111111111
iid,True,True,True,0.17666666666666667
iid,True,True,False,0.17722222222222223
iid,True,True,True,0.17777777777777776
iid,True,True,True,0.17833333333333332
iid,True,True,True,0.17888888888888888
iid,True,True,True,0.17944444444444446
iid,True,True,True,0.18000000000000002
iid,True,True,True,0.18055555555555555
iid,True,True,True,0.1811111111111111
iid,True,True,True,0.18166666666666667
iid,True,True,True,0.18222222222222223
iid,True,True,True,0.1827777777777778
iid,True,True,True,0.18333333333333332
iid,True,True,True,0.18388888888888888
iid,True,True,True,0.18444444444444444
iid,True,True,True,0.185
iid,True,True,True,0.18555555555555556
iid,True,True,True,0.1861111111111111
iid,True,True,True,0.18666666666666665
iid,True,True,True,0.1872222222222222
iid,True,True,True,0.1877777777777778
iid,True,True,True,0.18833333333333335
iid,True,True,True,0.1888888888888889
iid,True,True,True,0.18944444444444444
iid,True,True,True,0.19
iid,True,True,True,0.19055555555555556
iid,True,True,True,0.19111111111111112
iid,True,True,True,0.19166666666666668
iid,True,True,True,0.1922222222222222
iid,True,True,True,0.19277777777777777
iid,True,True,True,0.19333333333333333
iid,True,True,True,0.1938888888888889
iid,True,True,True,0.19444444444444445
iid,True,True,True,0.19499999999999998
iid,True,True,True,0.19555555555555554
iid,True,True,True,0.19611111111111112
iid,True,True,True,0.19666666666666668
iid,True,True,True,0.19722222222222224
iid,True,True,True,0.19777777777777777
iid,True,True,True,0.19833333333333333
iid,True,True,True,0.1988888888888889
iid,True,False,True,0.19944444444444445
iid,True,True,True,0.2
iid,True,True,True,0.20055555555555554
iid,True,True,True,0.2011111111111111
iid,True,True,True,0.20166666666666666
iid,True,True,False,0.20222222222222222
iid,True,True,True,0.20277777777777778
iid,True,True,True,0.2033333333333333
iid,True,True,True,0.20388888888888887
iid,True,True,True,0.20444444444444446
iid,True,True,True,0.20500000000000002
iid,True,True,True,0.20555555555555557
iid,True,True,True,0.2061111111111111
iid,True,True,True,0.20666666666666667
iid,True,True,True,0.20722222222222222
iid,True,True,True,0.20777777777777778
iid,True,True,True,0.20833333333333334
iid,True,True,True,0.20888888888888887
iid,True,True,True,0.20944444444444443
iid,True,True,True,0.21
iid,True,True,True,0.21055555555555555
iid,True,True,True,0.2111111111111111
iid,True,True,True,0.21166666666666664
iid,True,True,True,0.2122222222222222
iid,True,True,True,0.2127777777777778
iid,True,True,True,0.21333333333333335
iid,True,True,True,0.2138888888888889
iid,True,True,True,0.21444444444444447
iid,True,True,True,0.215
iid,True,True,True,0.21555555555555556
iid,True,True,True,0.21611111111111111
iid,True,True,True,0.21666666666666667
iid,True,True,True,0.21722222222222223
iid,True,True,True,0.21777777777777776
iid,True,True,True,0.21833333333333332
iid,False,True,True,0.21888888888888888
iid,True,True,True,0.21944444444444444
iid,True,True,True,0.22
iid,True,True,True,0.22055555555555553
iid,True,True,True,0.22111111111111112
iid,True,True,True,0.22166666666666668
iid,True,True,True,0.22222222222222224
iid,True,True,True,0.2227777777777778
iid,True,True,True,0.22333333333333333
iid,True,True,True,0.2238888888888889
iid,True,True,True,0.22444444444444445
iid,True,True,True,0.225
iid,True,True,True,0.22555555555555556
iid,True,True,True,0.2261111111111111
iid,True,True,True,0.22666666666666666
iid,True,True,True,0.22722222222222221
iid,True,True,True,0.22777777777777777
iid,True,True,True,0.22833333333333333
iid,True,True,True,0.22888888888888886
iid,True,True,True,0.22944444444444445
iid,True,True,True,0.23
iid,True,True,True,0.23055555555555557
iid,True,True,True,0.23111111111111113
iid,True,True,True,0.23166666666666666
iid,True,True,True,0.23222222222222222
iid,True,True,True,0.23277777777777778
iid,True,True,False,0.23333333333333334
iid,True,True,True,0.2338888888888889
iid,False,True,True,0.23444444444444443
iid,True,True,True,0.235
iid,True,True,True,0.23555555555555555
iid,True,True,True,0.2361111111111111
iid,True,True,True,0.23666666666666666
iid,True,True,True,0.2372222222222222
iid,True,True,True,0.23777777777777778
iid,True,True,True,0.23833333333333334
iid,True,True,True,0.2388888888888889
iid,True,True,True,0.23944444444444446
iid,True,True,True,0.24000000000000002
iid,True,True,True,0.24055555555555555
iid,True,True,True,0.2411111111111111
iid,True,True,True,0.24166666666666667
iid,True,True,True,0.24222222222222223
iid,True,False,True,0.2427777777777778
iid,True,True,True,0.24333333333333332
iid,True,True,True,0.24388888888888888
iid,True,False,True,0.24444444444444444
iid,True,True,True,0.245
iid,True,True,True,0.24555555555555555
iid,True,True,True,0.2461111111111111
iid,True,True,True,0.24666666666666667
iid,True,True,True,0.24722222222222223
iid,True,True,True,0.2477777777777778
iid,True,True,True,0.24833333333333335
iid,True,True,True,0.24888888888888888
iid,True,True,True,0.24944444444444444
iid,True,True,True,0.25
iid,True,True,True,0.25055555555555553
iid,True,True,True,0.2511111111111111
iid,True,True,True,0.25166666666666665
iid,True,True,True,0.25222222222222224
iid,True,True,True,0.25277777777777777
iid,True,True,True,0.2533333333333333
iid,True,True,False,0.2538888888888889
iid,True,True,True,0.2544444444444445
iid,True,True,True,0.255
iid,True,True,True,0.2555555555555556
iid,True,True,True,0.2561111111111111
iid,True,True,False,0.25666666666666665
iid,True,True,True,0.25722222222222224
iid,True,True,True,0.2577777777777778
iid,True,True,True,0.25833333333333336
iid,True,True,True,0.2588888888888889
iid,True,True,True,0.2594444444444444
iid,True,True,True,0.26
iid,True,True,True,0.26055555555555554
iid,True,True,True,0.2611111111111111
iid,True,True,True,0.26166666666666666
iid,True,True,True,0.2622222222222222
iid,True,True,True,0.2627777777777778
iid,True,True,True,0.26333333333333336
iid,True,True,True,0.2638888888888889
iid,True,True,True,0.2644444444444444
iid,True,True,True,0.265
iid,True,True,True,0.26555555555555554
iid,True,True,True,0.26611111111111113
iid,True,True,True,0.26666666666666666
iid,True,True,True,0.26722222222222225
iid,True,True,True,0.2677777777777778
iid,True,False,False,0.26833333333333337
iid,True,True,True,0.2688888888888889
iid,True,True,True,0.2694444444444445
iid,True,False,True,0.26999999999999996
iid,True,True,True,0.27055555555555555
iid,True,True,True,0.2711111111111111
iid,True,True,True,0.27166666666666667
iid,True,True,False,0.2722222222222222
iid,True,True,True,0.2727777777777778
iid,True,True,True,0.2733333333333333
iid,True,True,True,0.2738888888888889
iid,True,True,True,0.27444444444444444
iid,True,True,True,0.275
iid,True,True,True,0.2755555555555556
iid,True,True,True,0.2761111111111111
iid,True,True,True,0.27666666666666667
iid,True,True,True,0.2772222222222222
iid,True,True,True,0.2777777777777778
iid,True,True,True,0.2783333333333333
iid,True,True,True,0.2788888888888889
iid,True,True,True,0.27944444444444444
iid,True,True,True,0.28
iid,True,True,True,0.28055555555555556
iid,True,True,True,0.28111111111111114
iid,True,True,True,0.2816666666666666
iid,True,True,True,0.2822222222222222
iid,True,True,True,0.28277777777777774
iid,True,True,True,0.2833333333333333
iid,True,True,True,0.2838888888888889
iid,True,True,True,0.28444444444444444
iid,True,True,True,0.28500000000000003
iid,True,True,True,0.28555555555555556
iid,True,True,True,0.28611111111111115
iid,True,True,True,0.2866666666666667
iid,True,True,True,0.2872222222222222
iid,False,True,True,0.28777777777777774
iid,True,True,True,0.28833333333333333
iid,True,True,True,0.28888888888888886
iid,True,True,True,0.28944444444444445
iid,True,True,True,0.29
iid,True,True,True,0.29055555555555557
iid,True,False,True,0.2911111111111111
iid,True,True,True,0.2916666666666667
iid,True,True,True,0.29222222222222227
iid,True,True,True,0.29277777777777775
iid,True,True,True,0.29333333333333333
iid,True,True,True,0.29388888888888887
iid,True,True,True,0.29444444444444445
iid,True,True,True,0.295
iid,True,True,True,0.29555555555555557
iid,True,True,True,0.2961111111111111
iid,False,True,True,0.2966666666666667
iid,True,True,True,0.2972222222222222
iid,True,True,True,0.2977777777777778
iid,True,True,True,0.2983333333333333
iid,True,True,True,0.29888888888888887
iid,True,True,True,0.2994444444444444
iid,True,True,True,0.3
iid,True,True,True,0.3005555555555556
iid,True,True,True,0.3011111111111111
iid,True,True,True,0.3016666666666667
iid,True,True,True,0.3022222222222222
iid,True,True,True,0.3027777777777778
iid,True,True,True,0.30333333333333334
iid,True,True,True,0.30388888888888893
iid,True,True,True,0.3044444444444444
iid,True,True,True,0.305
iid,True,True,True,0.3055555555555555
iid,True,True,True,0.3061111111111111
iid,True,True,True,0.30666666666666664
iid,True,True,True,0.30722222222222223
iid,True,True,True,0.30777777777777776
iid,True,True,True,0.30833333333333335
iid,True,True,True,0.30888888888888894
iid,True,True,True,0.30944444444444447
iid,True,True,True,0.31
iid,True,True,True,0.31055555555555553
iid,True,True,True,0.3111111111111111
iid,True,True,True,0.31166666666666665
iid,True,True,True,0.31222222222222223
iid,True,True,True,0.31277777777777777
iid,True,True,True,0.31333333333333335
iid,True,True,True,0.3138888888888889
iid,True,True,True,0.31444444444444447
iid,True,True,True,0.315
iid,True,True,True,0.31555555555555553
iid,True,True,True,0.31611111111111106
iid,True,True,True,0.31666666666666665
iid,True,True,True,0.31722222222222224
iid,True,True,True,0.31777777777777777
iid,True,True,True,0.31833333333333336
iid,True,True,True,0.3188888888888889
iid,True,True,True,0.3194444444444445
iid,True,True,True,0.32
iid,True,True,True,0.3205555555555556
iid,True,True,True,0.32111111111111107
iid,True,True,True,0.32166666666666666
iid,True,True,True,0.3222222222222222
iid,True,True,True,0.3227777777777778
iid,True,True,True,0.3233333333333333
iid,True,True,True,0.3238888888888889
iid,True,True,True,0.3244444444444444
iid,True,True,True,0.325
iid,True,True,True,0.3255555555555556
iid,True,True,False,0.32611111111111113
iid,True,True,True,0.3266666666666667
iid,True,True,True,0.3272222222222222
iid,True,True,True,0.3277777777777778
iid,True,True,True,0.3283333333333333
iid,True,True,True,0.3288888888888889
iid,True,True,True,0.32944444444444443
iid,False,True,True,0.33
iid,True,True,True,0.33055555555555555
iid,True,True,True,0.33111111111111113
iid,True,True,False,0.33166666666666667
iid,True,True,True,0.33222222222222225
iid,True,True,True,0.33277777777777773
iid,True,True,True,0.3333333333333333
iid,True,True,True,0.3338888888888889
iid,True,True,True,0.33444444444444443
iid,True,True,True,0.335
iid,True,True,True,0.33555555555555555
iid,True,True,True,0.33611111111111114
iid,True,True,True,0.33666666666666667
iid,True,True,True,0.33722222222222226
iid,True,True,True,0.3377777777777778
iid,True,True,True,0.3383333333333333
iid,True,True,True,0.33888888888888885
iid,True,True,True,0.33944444444444444
iid,True,True,True,0.33999999999999997
iid,True,True,True,0.34055555555555556
iid,True,True,True,0.3411111111111111
iid,True,True,True,0.3416666666666667
iid,True,True,True,0.34222222222222226
iid,True,True,True,0.3427777777777778
iid,True,True,True,0.3433333333333334
iid,True,True,True,0.34388888888888886
iid,True,True,True,0.34444444444444444
iid,True,True,True,0.345
iid,True,True,True,0.34555555555555556
iid,True,True,True,0.3461111111111111
iid,True,True,True,0.3466666666666667
iid,True,True,True,0.3472222222222222
iid,True,True,True,0.3477777777777778
iid,True,True,True,0.34833333333333333
iid,True,True,True,0.3488888888888889
iid,True,True,True,0.3494444444444444
iid,True,True,True,0.35
iid,True,True,True,0.35055555555555556
iid,True,True,True,0.3511111111111111
iid,True,True,True,0.3516666666666667
iid,True,True,True,0.3522222222222222
iid,True,True,True,0.3527777777777778
iid,True,True,True,0.35333333333333333
iid,True,True,True,0.3538888888888889
iid,True,True,True,0.35444444444444445
iid,True,True,True,0.35500000000000004
iid,True,True,True,0.3555555555555555
iid,True,True,True,0.3561111111111111
iid,True,True,True,0.35666666666666663
iid,True,True,True,0.3572222222222222
iid,True,True,True,0.35777777777777775
iid,True,True,True,0.35833333333333334
iid,False,True,True,0.3588888888888889
iid,True,True,True,0.35944444444444446
iid,True,True,True,0.36000000000000004
iid,True,True,True,0.3605555555555556
iid,True,True,True,0.3611111111111111
iid,True,True,True,0.36166666666666664
iid,True,True,True,0.3622222222222222
iid,True,True,True,0.36277777777777775
iid,True,True,True,0.36333333333333334
iid,True,True,True,0.3638888888888889
iid,True,True,True,0.36444444444444446
iid,True,True,True,0.365
iid,True,True,True,0.3655555555555556
iid,True,True,True,0.3661111111111111
iid,True,True,True,0.36666666666666664
iid,True,True,True,0.3672222222222222
iid,True,True,True,0.36777777777777776
iid,True,True,True,0.36833333333333335
iid,True,True,True,0.3688888888888889
iid,True,True,True,0.36944444444444446
iid,True,True,True,0.37
iid,True,True,True,0.3705555555555556
iid,True,True,True,0.3711111111111111
iid,True,True,True,0.3716666666666667
iid,True,True,True,0.3722222222222222
iid,True,True,True,0.37277777777777776
iid,True,True,True,0.3733333333333333
iid,True,True,True,0.3738888888888889
iid,True,True,True,0.3744444444444444
iid,True,True,True,0.375
iid,True,True,True,0.3755555555555556
iid,True,True,True,0.3761111111111111
iid,True,True,True,0.3766666666666667
iid,True,True,True,0.37722222222222224
iid,True,True,True,0.3777777777777778
iid,True,True,True,0.3783333333333333
iid,False,True,True,0.3788888888888889
iid,True,True,True,0.3794444444444444
iid,True,True,True,0.38
iid,True,True,True,0.38055555555555554
iid,True,True,True,0.3811111111111111
iid,True,True,True,0.38166666666666665
iid,True,True,True,0.38222222222222224
iid,True,True,True,0.3827777777777778
iid,True,True,True,0.38333333333333336
iid,True,True,True,0.3838888888888889
iid,True,True,True,0.3844444444444444
iid,True,True,True,0.385
iid,True,True,True,0.38555555555555554
iid,True,True,True,0.3861111111111111
iid,True,True,True,0.38666666666666666
iid,True,True,True,0.38722222222222225
iid,True,True,True,0.3877777777777778
iid,True,True,True,0.38833333333333336
iid,True,True,True,0.3888888888888889
iid,True,True,True,0.3894444444444444
iid,True,True,True,0.38999999999999996
iid,True,True,True,0.39055555555555554
iid,True,True,True,0.3911111111111111
iid,True,True,True,0.39166666666666666
iid,True,True,True,0.39222222222222225
iid,True,True,False,0.3927777777777778
iid,True,True,False,0.39333333333333337
iid,True,True,True,0.3938888888888889
iid,True,True,True,0.3944444444444445
iid,True,True,True,0.39499999999999996
iid,True,True,True,0.39555555555555555
iid,True,True,True,0.3961111111111111
iid,True,True,True,0.39666666666666667
iid,True,True,True,0.3972222222222222
iid,True,True,True,0.3977777777777778
iid,True,True,True,0.3983333333333333
iid,True,True,True,0.3988888888888889
iid,True,True,True,0.39944444444444444
iid,True,True,True,0.4
iid,True,True,True,0.4005555555555556
iid,True,True,True,0.4011111111111111
iid,True,True,True,0.40166666666666667
iid,True,True,True,0.4022222222222222
iid,True,True,True,0.4027777777777778
iid,True,True,True,0.4033333333333333
iid,True,True,True,0.4038888888888889
iid,True,True,True,0.40444444444444444
iid,True,True,True,0.405
iid,True,True,True,0.40555555555555556
iid,True,True,True,0.40611111111111114
iid,True,True,True,0.4066666666666666
iid,True,True,True,0.4072222222222222
iid,True,True,True,0.40777777777777774
iid,True,True,True,0.4083333333333333
iid,True,True,True,0.4088888888888889
iid,True,True,True,0.40944444444444444
iid,True,True,True,0.41000000000000003
iid,True,True,True,0.41055555555555556
iid,False,False,True,0.41111111111111115
iid,True,True,True,0.4116666666666667
iid,True,True,True,0.4122222222222222
iid,False,True,True,0.41277777777777774
iid,True,True,True,0.41333333333333333
iid,True,True,True,0.41388888888888886
iid,True,True,True,0.41444444444444445
iid,True,True,True,0.415
iid,True,True,True,0.41555555555555557
iid,True,True,True,0.4161111111111111
iid,True,True,True,0.4166666666666667
iid,True,True,True,0.41722222222222227
iid,True,True,True,0.41777777777777775
iid,True,True,True,0.41833333333333333
iid,True,True,True,0.41888888888888887
iid,True,True,True,0.41944444444444445
iid,True,True,True,0.42
iid,True,True,True,0.42055555555555557
iid,True,True,True,0.4211111111111111
iid,True,True,True,0.4216666666666667
iid,True,True,True,0.4222222222222222
iid,True,True,True,0.4227777777777778
iid,True,True,True,0.4233333333333333
iid,True,True,True,0.42388888888888887
iid,True,False,True,0.4244444444444444
iid,False,True,True,0.425
iid,True,True,True,0.4255555555555556
iid,True,False,True,0.4261111111111111
iid,True,True,True,0.4266666666666667
iid,True,True,True,0.4272222222222222
iid,True,True,True,0.4277777777777778
iid,True,True,True,0.42833333333333334
iid,True,True,True,0.42888888888888893
iid,True,True,True,0.4294444444444444
iid,False,True,True,0.43
iid,True,True,True,0.4305555555555555
iid,True,True,True,0.4311111111111111
iid,True,True,True,0.43166666666666664
iid,True,True,True,0.43222222222222223
iid,True,True,True,0.43277777777777776
iid,True,True,True,0.43333333333333335
iid,True,True,True,0.43388888888888894
iid,True,True,True,0.43444444444444447
iid,True,True,True,0.435
iid,True,True,True,0.43555555555555553
iid,True,True,True,0.4361111111111111
iid,True,True,True,0.43666666666666665
iid,True,True,True,0.43722222222222223
iid,True,True,True,0.43777777777777777
iid,True,True,True,0.43833333333333335
iid,True,True,False,0.4388888888888889
iid,True,True,True,0.43944444444444447
iid,True,True,True,0.44
iid,True,True,True,0.44055555555555553
